user_id,content_id,session_day,device,is_recommended,completion_rate
9,371,332,Mobile,1,0.728
9,38,379,Mobile,0,0.659
9,286,264,Mobile,1,0.936
9,385,218,Mobile,0,0.338
9,199,198,Mobile,1,0.583
9,377,187,Mobile,0,0.83
9,269,266,Mobile,0,0.517
9,288,299,Mobile,0,0.681
9,315,290,Mobile,0,0.47
9,205,237,Mobile,0,0.323
9,66,330,Mobile,0,0.309
9,354,374,Mobile,1,0.45
9,124,235,Mobile,0,0.845
9,315,330,Mobile,0,0.723
9,59,302,Mobile,1,0.532
9,271,332,Mobile,0,0.657
9,199,189,Mobile,1,0.603
9,377,330,Mobile,1,0.939
9,177,345,Mobile,1,0.795
9,155,331,Mobile,0,0.716
9,359,365,Mobile,1,0.965
9,197,345,Mobile,1,0.865
9,53,396,Mobile,0,0.634
9,135,329,Mobile,1,0.795
9,192,281,Mobile,0,0.393
9,35,364,Mobile,0,0.852
10,154,175,Mobile,0,0.438
10,190,164,Mobile,0,0.678
10,6,337,Mobile,0,0.774
10,283,219,Mobile,0,0.336
10,332,297,Mobile,0,0.305
10,30,31,Mobile,1,0.491
10,294,372,Mobile,0,0.504
10,360,312,Mobile,1,0.766
10,212,332,Mobile,1,0.862
10,110,280,Mobile,0,0.546
10,62,220,Mobile,0,0.674
10,300,216,Mobile,0,0.486
10,175,253,Mobile,1,0.734
10,238,204,Mobile,1,0.866
10,288,294,Mobile,0,0.463
10,64,142,Mobile,1,0.652
10,198,310,Mobile,1,0.647
10,215,144,Mobile,0,0.683
10,61,196,Mobile,0,0.607
10,200,37,Mobile,0,0.446
10,339,361,Mobile,1,0.649
10,346,278,Mobile,1,0.761
10,79,108,Mobile,1,0.567
10,17,28,Mobile,1,0.679
10,172,342,Mobile,1,0.975
10,68,11,Mobile,0,0.855
10,261,198,Mobile,0,0.637
10,371,23,Mobile,1,0.531
10,146,280,Mobile,1,0.611
10,56,90,Mobile,0,0.442
10,370,177,Mobile,0,0.575
10,93,232,Mobile,1,0.856
10,394,155,Mobile,0,0.31
10,352,275,Mobile,1,0.905
10,123,208,Mobile,1,0.518
10,390,174,Mobile,0,0.609
10,156,136,Mobile,0,0.761
10,80,169,Mobile,0,0.678
11,14,293,Mobile,0,0.444
11,326,304,Mobile,1,0.87
11,318,345,Mobile,1,0.909
11,153,258,Mobile,0,0.516
11,73,341,Mobile,1,0.656
11,301,368,Mobile,1,0.799
11,170,321,Mobile,0,0.68
11,114,347,Mobile,1,0.649
11,133,243,Mobile,1,1.0
11,382,382,Mobile,0,0.623
11,1,268,Mobile,0,0.474
11,11,249,Mobile,0,0.72
11,348,315,Mobile,1,0.797
11,125,284,Mobile,1,0.681
11,128,298,Mobile,0,0.747
11,369,363,Mobile,0,0.481
11,198,312,Mobile,0,0.499
11,64,282,Mobile,1,0.719
11,73,362,Mobile,1,0.751
11,266,283,Mobile,0,0.586
11,367,392,Mobile,0,0.498
11,139,397,Mobile,1,0.772
11,88,300,Mobile,0,0.689
11,217,356,Mobile,1,0.73
11,395,345,Mobile,1,0.57
11,7,373,Mobile,1,0.917
11,82,298,Mobile,1,0.588
11,334,288,Mobile,0,0.409
11,110,264,Mobile,1,0.764
11,225,322,Mobile,0,0.178
12,188,244,Mobile,1,0.647
12,220,150,Mobile,1,0.806
12,3,191,Mobile,1,0.657
12,194,311,Mobile,1,0.662
12,71,200,Mobile,1,0.961
12,379,285,Mobile,1,0.635
12,233,334,Mobile,0,0.583
12,8,113,Mobile,0,0.625
12,216,66,Mobile,1,1.0
12,197,196,Mobile,0,0.601
12,317,165,Mobile,0,0.674
12,345,76,Mobile,1,0.632
12,241,308,Mobile,0,0.618
12,18,257,Mobile,1,0.76
12,232,269,Mobile,0,0.553
12,16,289,Mobile,1,0.969
12,67,185,Mobile,1,1.0
12,263,213,Mobile,1,0.815
12,135,105,Mobile,1,0.826
12,118,297,Mobile,0,0.332
12,227,379,Mobile,0,0.604
12,20,352,Mobile,1,0.613
12,219,175,Mobile,0,0.417
12,194,38,Mobile,0,0.453
12,243,353,Mobile,0,0.292
12,209,238,Mobile,1,0.432
12,233,315,Mobile,0,0.658
12,248,134,Mobile,0,0.541
12,240,347,Mobile,1,0.662
12,150,338,Mobile,0,0.531
12,13,26,Mobile,1,0.824
12,297,234,Mobile,1,0.649
12,306,201,Mobile,1,0.576
12,191,269,Mobile,1,0.77
12,398,118,Mobile,0,0.46
12,321,57,Mobile,1,0.54
12,143,124,Mobile,0,0.53
13,8,395,Mobile,0,0.661
14,161,324,CTV,0,0.603
14,69,244,CTV,1,0.592
14,313,395,CTV,1,0.647
14,213,339,CTV,0,0.736
14,242,328,CTV,0,0.664
14,154,258,CTV,0,0.742
14,356,398,CTV,0,0.608
14,111,355,CTV,1,0.943
14,160,275,CTV,0,0.369
14,108,298,CTV,1,0.585
14,185,295,CTV,1,0.802
14,208,379,CTV,0,0.519
14,375,316,CTV,1,0.769
14,286,379,CTV,1,0.594
14,185,350,CTV,1,0.596
14,109,299,CTV,0,0.623
14,314,305,CTV,1,0.836
14,209,369,CTV,0,0.507
15,24,176,CTV,1,0.485
15,152,201,CTV,1,0.635
15,317,389,CTV,0,0.552
15,35,294,CTV,0,0.56
15,362,163,CTV,0,0.595
15,366,363,CTV,1,0.457
15,124,280,CTV,1,0.773
15,64,268,CTV,0,0.828
15,250,398,CTV,1,0.932
15,359,227,CTV,0,0.669
15,33,244,CTV,0,0.557
15,316,293,CTV,0,0.616
15,348,209,CTV,1,0.544
15,185,180,CTV,1,0.918
15,198,183,CTV,1,0.894
15,321,226,CTV,1,0.673
15,336,168,CTV,0,0.569
15,171,275,CTV,1,0.785
15,14,398,CTV,0,0.448
15,195,212,CTV,0,0.76
15,348,159,CTV,0,0.827
15,87,158,CTV,0,0.728
15,130,190,CTV,1,0.913
15,250,295,CTV,0,0.487
15,54,267,CTV,0,0.59
15,37,249,CTV,0,0.284
16,116,381,CTV,0,0.593
16,267,280,CTV,0,0.76
16,322,333,CTV,1,0.991
16,36,223,CTV,1,1.0
16,233,349,CTV,0,0.366
16,188,349,CTV,0,0.75
16,220,353,CTV,1,0.781
16,183,198,CTV,1,0.738
16,264,287,CTV,0,0.408
16,230,250,CTV,0,0.367
16,4,382,CTV,1,0.862
16,114,304,CTV,0,0.362
16,129,319,CTV,1,0.768
16,69,284,CTV,0,0.239
16,183,217,CTV,0,0.519
16,248,321,CTV,0,0.62
16,298,319,CTV,0,0.558
16,87,272,CTV,1,0.666
16,278,323,CTV,0,0.478
16,265,274,CTV,1,0.644
16,396,330,CTV,0,0.566
16,146,265,CTV,1,0.623
17,243,391,CTV,1,0.662
17,87,385,CTV,0,0.582
17,280,266,CTV,1,0.896
17,46,296,CTV,1,0.836
17,223,360,CTV,1,0.517
17,395,397,CTV,1,0.699
17,395,385,CTV,0,0.596
17,100,291,CTV,0,0.632
17,394,384,CTV,1,0.41
17,284,358,CTV,0,0.315
17,374,318,CTV,0,0.643
17,136,305,CTV,1,0.498
17,184,371,CTV,1,0.733
17,308,375,CTV,1,0.524
17,382,386,CTV,0,0.323
17,259,318,CTV,1,0.557
17,183,288,CTV,1,0.777
17,376,380,CTV,0,0.586
17,117,294,CTV,0,0.704
17,235,362,CTV,0,0.661
17,2,325,CTV,0,0.525
17,106,337,CTV,0,0.752
18,93,246,Mobile,0,0.499
18,119,182,Mobile,0,0.626
18,54,307,Mobile,0,0.347
18,113,185,Mobile,1,0.825
18,3,369,Mobile,0,0.62
18,230,288,Mobile,0,0.349
18,59,234,Mobile,0,0.622
18,261,173,Mobile,1,0.526
18,236,328,Mobile,1,0.722
18,148,284,Mobile,0,0.554
18,148,365,Mobile,1,0.766
18,300,313,Mobile,1,0.687
18,372,337,Mobile,0,0.68
18,329,131,Mobile,1,1.0
18,245,111,Mobile,0,0.568
18,185,298,Mobile,0,0.582
18,283,104,Mobile,0,0.669
18,359,367,Mobile,1,0.925
18,334,365,Mobile,0,0.569
18,307,277,Mobile,1,0.998
18,328,319,Mobile,0,0.546
18,299,228,Mobile,0,0.789
18,371,387,Mobile,0,0.417
18,98,114,Mobile,1,0.873
18,194,190,Mobile,0,0.611
18,188,310,Mobile,0,0.658
18,33,337,Mobile,1,0.651
19,224,160,Mobile,0,0.591
19,181,255,Mobile,1,0.924
19,282,194,Mobile,1,0.702
19,73,224,Mobile,1,0.831
19,218,261,Mobile,0,0.42
19,385,265,Mobile,0,0.438
19,342,234,Mobile,0,0.826
19,72,244,Mobile,0,0.933
19,327,368,Mobile,0,0.652
19,375,196,Mobile,1,0.662
19,97,119,Mobile,0,0.467
19,390,343,Mobile,0,0.5
19,368,138,Mobile,1,0.505
19,40,335,Mobile,0,0.639
19,373,208,Mobile,0,0.623
19,167,354,Mobile,0,0.619
19,167,163,Mobile,1,0.882
19,258,162,Mobile,0,0.554
19,250,231,Mobile,1,0.846
19,105,234,Mobile,1,0.545
19,341,319,Mobile,1,0.794
19,326,299,Mobile,0,0.627
19,264,398,Mobile,0,0.381
19,363,308,Mobile,1,0.663
19,329,173,Mobile,0,0.718
19,13,141,Mobile,0,0.601
19,97,191,Mobile,1,0.596
19,271,395,Mobile,1,0.767
19,352,334,Mobile,1,0.954
19,266,326,Mobile,0,0.342
19,155,193,Mobile,1,0.788
19,198,249,Mobile,0,0.595
19,15,315,Mobile,1,0.609
19,392,384,Mobile,0,0.602
19,39,281,Mobile,1,0.609
19,32,122,Mobile,0,0.507
19,286,358,Mobile,0,0.728
19,20,381,Mobile,0,0.622
19,220,125,Mobile,0,0.719
19,138,227,Mobile,1,1.0
19,142,394,Mobile,1,0.769
19,58,386,Mobile,1,0.535
19,194,389,Mobile,1,0.79
19,362,393,Mobile,0,0.594
19,258,122,Mobile,0,0.476
20,56,399,CTV,1,0.95
20,305,297,CTV,1,0.676
20,76,254,CTV,0,0.4
20,332,182,CTV,1,0.824
20,142,337,CTV,1,0.937
20,250,229,CTV,0,0.749
20,93,170,CTV,0,0.598
20,321,354,CTV,0,0.597
20,200,266,CTV,1,0.561
20,394,296,CTV,1,0.797
20,4,349,CTV,1,0.712
20,31,244,CTV,0,0.829
20,182,357,CTV,0,0.63
20,324,303,CTV,1,0.513
20,358,299,CTV,1,0.95
20,193,230,CTV,0,0.697
20,234,351,CTV,1,0.814
20,302,223,CTV,1,0.823
20,217,311,CTV,0,0.555
20,124,360,CTV,0,0.694
20,68,195,CTV,1,0.666
20,153,260,CTV,1,0.444
20,276,325,CTV,1,0.868
20,143,231,CTV,0,0.34
20,31,174,CTV,0,0.504
20,391,262,CTV,1,0.605
20,289,283,CTV,0,0.564
20,286,381,CTV,0,0.927
20,73,355,CTV,1,0.603
20,371,209,CTV,0,0.942
20,253,232,CTV,1,0.932
20,318,210,CTV,0,0.608
20,327,379,CTV,0,0.448
20,71,250,CTV,1,0.706
21,341,112,Web,0,0.598
21,263,277,Web,1,0.705
21,340,221,Web,0,0.758
21,208,132,Web,0,0.312
21,126,357,Web,1,0.931
21,42,291,Web,1,0.678
21,205,289,Web,1,0.394
21,247,292,Web,0,0.714
21,88,395,Web,0,0.747
21,15,307,Web,0,0.532
21,87,315,Web,1,0.897
21,194,326,Web,1,0.461
21,369,318,Web,0,0.473
21,242,312,Web,1,0.801
21,63,126,Web,0,0.553
21,110,223,Web,0,0.622
21,60,185,Web,0,0.882
21,375,367,Web,1,0.539
21,309,276,Web,0,0.588
21,15,256,Web,0,0.693
21,22,258,Web,0,0.729
21,315,305,Web,0,0.552
21,63,329,Web,1,0.431
21,149,163,Web,0,0.673
21,21,398,Web,0,0.374
21,193,329,Web,0,0.713
21,383,165,Web,0,0.659
21,272,283,Web,0,0.616
21,276,230,Web,0,0.514
21,350,215,Web,1,0.561
21,95,360,Web,1,0.785
21,350,188,Web,0,0.518
21,73,352,Web,1,0.593
21,31,292,Web,1,0.997
21,383,345,Web,0,0.677
22,160,358,CTV,0,0.838
22,84,359,CTV,0,0.413
22,398,363,CTV,0,0.831
22,201,383,CTV,0,0.39
22,216,328,CTV,0,0.79
22,214,371,CTV,0,0.728
22,241,322,CTV,0,0.545
22,319,326,CTV,1,0.57
22,263,351,CTV,1,0.511
22,388,353,CTV,0,0.396
22,378,365,CTV,0,0.495
22,163,316,CTV,0,0.494
22,119,382,CTV,0,0.648
23,318,120,CTV,1,0.765
23,394,273,CTV,0,0.646
23,149,62,CTV,1,0.948
23,103,396,CTV,0,0.618
23,68,379,CTV,0,0.408
23,204,331,CTV,0,0.434
23,353,388,CTV,1,0.691
23,301,124,CTV,1,0.595
23,396,357,CTV,0,0.457
23,155,134,CTV,0,0.724
23,79,85,CTV,1,0.59
23,41,135,CTV,0,0.769
23,269,319,CTV,1,0.89
23,238,379,CTV,1,0.868
23,293,261,CTV,0,0.368
23,363,129,CTV,0,0.633
23,191,257,CTV,1,0.976
23,304,224,CTV,0,0.716
23,246,227,CTV,1,0.673
23,97,167,CTV,1,0.703
23,183,91,CTV,0,0.471
23,37,171,CTV,0,0.575
23,353,360,CTV,0,0.502
23,235,188,CTV,0,0.442
23,190,49,CTV,1,0.68
23,217,165,CTV,1,0.718
23,88,207,CTV,1,0.774
23,43,256,CTV,1,0.788
23,99,271,CTV,0,0.58
23,204,194,CTV,1,0.596
23,304,93,CTV,0,0.609
23,143,199,CTV,0,0.647
23,330,43,CTV,1,0.63
23,1,223,CTV,0,0.574
23,273,201,CTV,0,0.495
23,336,169,CTV,1,1.0
23,394,278,CTV,0,0.594
23,364,312,CTV,1,0.65
23,398,136,CTV,0,0.811
23,179,222,CTV,1,0.738
23,194,224,CTV,1,0.806
23,204,224,CTV,1,0.544
23,355,186,CTV,1,0.971
23,148,117,CTV,1,0.662
24,54,359,CTV,0,0.551
24,4,340,CTV,0,0.749
24,105,335,CTV,1,0.724
24,205,345,CTV,0,0.492
24,270,385,CTV,0,0.872
24,215,387,CTV,0,0.315
24,367,347,CTV,1,0.489
25,258,247,CTV,0,0.583
25,321,195,CTV,0,0.572
25,231,243,CTV,0,0.562
25,78,178,CTV,1,0.82
25,132,386,CTV,0,0.586
25,198,185,CTV,1,0.893
25,280,172,CTV,0,0.591
25,162,310,CTV,1,0.596
25,379,229,CTV,0,0.648
25,334,399,CTV,1,0.32
25,10,245,CTV,0,0.702
25,186,309,CTV,1,0.574
25,2,356,CTV,1,0.808
25,317,396,CTV,1,0.594
25,10,350,CTV,0,0.486
25,236,290,CTV,0,0.805
25,160,351,CTV,1,0.691
25,204,213,CTV,1,0.566
25,178,366,CTV,1,0.796
25,118,366,CTV,0,0.601
25,254,239,CTV,1,0.581
25,200,157,CTV,0,0.66
25,58,318,CTV,0,0.544
25,189,166,CTV,0,0.781
25,194,144,CTV,1,0.899
25,14,386,CTV,0,0.498
25,38,287,CTV,0,0.747
25,218,309,CTV,0,0.767
25,302,368,CTV,0,0.813
25,177,381,CTV,0,0.567
25,281,388,CTV,0,0.705
25,377,174,CTV,1,0.39
25,384,224,CTV,1,0.829
25,90,339,CTV,0,0.455
25,363,147,CTV,0,0.498
25,233,201,CTV,0,0.889
25,126,273,CTV,1,0.925
25,142,229,CTV,0,0.458
26,397,399,CTV,0,0.454
26,397,325,CTV,0,0.545
26,127,393,CTV,1,0.627
26,334,321,CTV,0,0.491
26,352,246,CTV,1,0.599
26,272,337,CTV,1,1.0
26,139,308,CTV,0,0.941
26,274,368,CTV,1,0.941
26,136,292,CTV,0,0.698
26,88,256,CTV,0,0.599
26,310,243,CTV,1,0.763
26,108,354,CTV,0,0.531
26,72,264,CTV,0,0.692
26,192,341,CTV,0,0.437
26,47,247,CTV,1,0.776
26,196,238,CTV,0,0.448
26,18,349,CTV,1,0.742
26,175,284,CTV,1,0.998
26,60,323,CTV,0,0.73
26,252,228,CTV,1,0.637
26,238,257,CTV,0,0.686
26,261,239,CTV,1,0.731
26,146,273,CTV,0,0.517
26,23,273,CTV,1,0.502
26,300,289,CTV,1,0.639
26,170,266,CTV,0,0.632
26,131,304,CTV,0,0.496
26,317,382,CTV,1,0.684
26,316,239,CTV,1,0.892
26,399,381,CTV,1,0.785
26,142,296,CTV,0,0.654
26,304,325,CTV,1,0.813
26,223,342,CTV,1,0.623
26,328,353,CTV,0,0.686
26,298,390,CTV,1,0.526
26,220,399,CTV,0,0.583
26,241,241,CTV,1,0.727
26,163,296,CTV,1,0.645
26,3,318,CTV,0,0.795
26,394,315,CTV,0,0.556
26,44,398,CTV,1,0.692
26,168,338,CTV,0,0.419
26,207,294,CTV,1,0.648
26,182,386,CTV,0,0.679
27,163,272,CTV,0,0.419
27,312,382,CTV,1,1.0
27,22,87,CTV,1,0.731
27,159,196,CTV,1,0.871
27,118,226,CTV,0,0.498
27,394,298,CTV,0,0.394
27,45,163,CTV,0,0.606
27,313,160,CTV,0,0.636
27,32,367,CTV,0,0.518
27,296,281,CTV,1,0.792
27,241,277,CTV,0,0.397
27,239,125,CTV,0,0.353
27,364,231,CTV,0,0.574
27,333,205,CTV,1,0.632
27,122,272,CTV,1,0.456
27,91,373,CTV,0,0.43
27,278,156,CTV,0,0.731
27,33,336,CTV,0,0.588
27,293,276,CTV,0,0.758
27,281,230,CTV,0,0.598
27,208,383,CTV,0,0.402
27,289,112,CTV,0,0.641
27,343,291,CTV,1,0.601
27,225,197,CTV,1,0.656
27,76,292,CTV,1,0.604
27,71,109,CTV,1,0.523
27,22,311,CTV,0,0.985
27,380,86,CTV,1,0.68
28,318,395,Mobile,0,0.422
28,228,271,Mobile,0,0.463
28,164,247,Mobile,0,0.796
28,188,306,Mobile,1,0.798
28,188,378,Mobile,0,0.596
28,339,384,Mobile,0,0.869
28,94,345,Mobile,1,0.821
28,6,272,Mobile,1,0.713
28,264,190,Mobile,0,0.509
28,234,200,Mobile,0,0.627
28,283,359,Mobile,0,0.661
28,307,184,Mobile,0,0.791
28,50,272,Mobile,1,0.61
28,339,254,Mobile,1,0.468
28,376,328,Mobile,0,0.306
28,288,238,Mobile,0,0.614
28,195,326,Mobile,1,0.742
28,205,279,Mobile,0,0.49
28,59,371,Mobile,1,0.8
28,93,199,Mobile,0,0.702
28,143,341,Mobile,0,0.261
29,253,325,Mobile,1,0.935
29,210,344,Mobile,0,0.703
29,347,360,Mobile,0,0.557
29,197,380,Mobile,1,0.623
29,152,384,Mobile,0,0.665
29,108,304,Mobile,1,0.939
29,398,366,Mobile,1,0.58
30,80,367,Mobile,1,0.439
30,373,137,Mobile,0,0.864
30,280,367,Mobile,1,0.54
30,57,272,Mobile,0,0.492
30,231,201,Mobile,1,0.472
30,335,246,Mobile,0,0.488
30,200,364,Mobile,0,0.62
30,142,143,Mobile,1,0.786
30,192,273,Mobile,0,0.419
30,58,187,Mobile,1,0.751
30,360,266,Mobile,0,0.548
30,40,338,Mobile,0,0.738
30,368,377,Mobile,0,0.456
30,281,183,Mobile,0,0.443
30,64,302,Mobile,0,0.775
30,133,232,Mobile,0,0.395
30,123,255,Mobile,0,0.328
30,213,155,Mobile,0,0.543
30,340,358,Mobile,0,0.625
30,193,158,Mobile,1,0.459
30,162,120,Mobile,0,0.692
30,107,329,Mobile,1,0.546
30,25,227,Mobile,1,0.703
30,98,128,Mobile,0,0.547
30,145,307,Mobile,1,0.994
30,236,191,Mobile,0,0.765
30,289,393,Mobile,0,0.574
30,250,394,Mobile,1,0.726
30,315,269,Mobile,0,0.495
30,389,247,Mobile,0,0.844
30,165,238,Mobile,0,0.724
30,22,285,Mobile,0,0.604
30,240,373,Mobile,0,0.579
30,313,295,Mobile,1,0.705
30,106,137,Mobile,0,0.377
30,353,166,Mobile,1,0.295
30,369,292,Mobile,1,0.655
30,138,216,Mobile,1,0.619
30,357,248,Mobile,0,0.681
30,160,225,Mobile,0,0.669
31,161,343,CTV,0,0.668
31,207,258,CTV,1,0.678
31,189,124,CTV,1,0.818
31,318,183,CTV,0,0.602
31,94,200,CTV,0,0.634
31,115,346,CTV,0,0.722
31,65,183,CTV,1,0.685
31,334,339,CTV,0,0.505
31,241,383,CTV,1,0.508
31,27,91,CTV,1,0.71
31,202,377,CTV,1,0.801
31,344,249,CTV,1,0.616
31,368,261,CTV,0,0.482
31,276,159,CTV,1,0.878
31,87,168,CTV,1,1.0
31,208,240,CTV,1,0.279
31,40,122,CTV,0,0.706
31,120,302,CTV,1,0.628
31,142,284,CTV,0,0.677
31,242,55,CTV,0,0.438
31,400,126,CTV,0,0.896
31,308,231,CTV,0,0.779
31,77,310,CTV,0,0.476
31,350,154,CTV,1,0.65
31,20,360,CTV,1,0.876
31,23,238,CTV,1,0.684
31,9,240,CTV,0,0.443
31,97,91,CTV,1,0.684
31,361,271,CTV,1,0.787
31,19,336,CTV,1,0.579
31,309,126,CTV,1,0.746
31,88,241,CTV,1,1.0
31,54,55,CTV,1,0.587
31,334,126,CTV,0,0.814
31,197,77,CTV,1,0.697
31,102,320,CTV,1,0.693
31,250,398,CTV,0,0.848
31,59,66,CTV,1,0.607
31,158,296,CTV,0,0.436
31,129,258,CTV,1,0.827
31,59,296,CTV,1,0.825
31,322,227,CTV,0,0.671
31,20,397,CTV,0,0.677
31,214,66,CTV,1,0.527
31,249,104,CTV,1,0.743
31,244,139,CTV,0,0.56
31,5,324,CTV,0,0.444
31,107,79,CTV,1,0.744
31,249,95,CTV,1,0.864
31,235,307,CTV,0,0.474
32,7,334,Web,1,0.522
32,129,367,Web,0,0.732
